tags,ner_tags,GPT_predicted_tags,AttentionEncoderCRFPrediction
"['He', 'worked', 'as', 'a', 'lawyer', 'in', 'Turku', 'from', '1892-1916', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
"['Glenwood', ',', 'Nebraska']","['B-LOC', 'I-LOC', 'I-LOC']","['B-LOC', 'O', 'B-LOC']","['B-LOC', 'I-LOC', 'I-LOC']"
"['Step', 'Into', 'the', 'Dark', ""''""]","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'O', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
"['Lowline', '(', 'park', ')']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['B-LOC', 'O', 'O', 'O']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"[""'"", ""''"", 'Juan', 'Carlos', 'Ferrero', ""''"", ""'""]","['O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O']","['O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O']"
"['It', 'was', 'coached', 'by', 'Dave', 'Gavitt', '.']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Donna', 'Allen', '-', '``', 'Serious', ""''""]","['B-PER', 'I-PER', 'O', 'O', 'O', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['Monster', 'Musume', ',', 'Vol', '.']","['B-ORG', 'I-ORG', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']","['B-ORG', 'I-ORG', 'O', 'O', 'O']"
"['He', 'started', 'with', 'Tadamon', 'Sour', 'and', 'spent', 'eight', 'years', '.']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"['Admiralty', 'Islands', 'to', 'New', 'Guinea']","['B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC']","['B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['The', 'Te', 'Rata', 'Bridge', 'had', 'been', 'designed', 'and', 'built', 'by', 'the', 'New', 'Zealand', 'Army', ',', 'which', 'disputed', 'claims', 'that', 'the', 'collapse', 'was', 'caused', 'by', 'poor', 'design', 'and', 'construction', '.']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Church', 'of', 'St.', 'Josaphat', 'in', 'Lublin']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'O', 'O', 'B-PER', 'O', 'B-LOC']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['Mossel', 'Bay', 'Local', 'Municipality']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC']","['B-LOC', 'I-LOC', 'O', 'B-ORG']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
"['Oxyura', 'ferruginea', ""''"", '(', 'Andean', 'duck', ')']","['B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O']","['B-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'O', 'O']","['B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
"['He', 'was', 'born', 'in', 'Athens', 'and', 'spent', 'his', 'childhood', 'in', 'Darmstadt', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['José', 'Reyes', 'Ferriz']","['B-PER', 'I-PER', 'I-PER']","['B-PER', 'I-PER', 'I-PER']","['B-PER', 'I-PER', 'I-PER']"
"['He', 'was', 'also', 'very', 'much', 'inspired', 'by', 'the', 'poems', 'of', 'John', 'Keats', ',', 'to', 'whom', 'he', 'dedicated', 'a', 'number', 'of', 'his', 'poems', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tashkent', 'State', 'Economic', 'University', ',', 'Uzbekistan']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC']","['B-LOC', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['Huddersfield', 'railway', 'station']","['B-ORG', 'I-ORG', 'I-ORG']","['B-LOC', 'O', 'O']","['B-ORG', 'I-ORG', 'I-ORG']"
"['It', 'is', 'found', 'in', 'Hungary', 'and', 'Romania', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']"
"['Wisconsin', 'Restaurant', 'Association', 'Education', 'Foundation']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['B-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['They', 'were', 'confirmed', 'again', 'in', 'the', 'early', '17th', 'century', 'by', 'King', 'Mátyás', 'II', 'of', 'Hungary', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O']"
"['DHS', 'Management', 'Directorate']","['B-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'I-ORG']"
"['Hu', 'Yun', ""'"", ""''"", '1–1']","['B-PER', 'I-PER', 'O', 'O', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O']"
"[""''He"", ""'s"", 'Gone', ""''"", '-', 'Jerry', 'Garcia']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
"['It', 'is', 'found', 'in', 'Kashmir', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['United', 'States', 'Trade', 'and', 'Development', 'Agency']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['B-LOC', 'I-LOC', 'B-ORG', 'O', 'B-ORG', 'I-ORG']  ","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['Elisabeth-Anne', 'de', 'Massy']","['B-PER', 'I-PER', 'I-PER']","['B-PER', 'O', 'I-PER']","['B-PER', 'I-PER', 'I-PER']"
"[""''"", 'The', 'Underdog', 'Show', ""''"", '(', '2008', ')', '–', 'Contestant']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']  ","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
