tags,ner_tags,GPT_predicted_tags,AttentionEncoderCRFPrediction
"['Biblioteca', 'y', 'Museo', 'Presidencial', 'de', 'Ronald', 'Reagan', 'en', 'Simi', 'Valley', '(', 'California', ')', '.']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O']","['B-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O']"
"['Sila', ',', 'que', 'se', 'encontraba', 'en', 'Nola', ',', 'marchó', 'inmediatamente', 'sobre', 'Roma', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Club', 'Universitario', 'de', 'Buenos', 'Aires']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['B-ORG', 'I-ORG', 'O', 'B-LOC', 'I-LOC']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['REDIRECCIÓN', 'Samuel', 'Élisée', 'von', 'Bridel']","['O', 'B-PER', 'I-PER', 'I-PER', 'I-PER']","['O', 'B-PER', 'I-PER', 'O', 'B-PER']","['O', 'B-PER', 'I-PER', 'I-PER', 'I-PER']"
"['REDIRECCIÓN', 'Mando', 'Europeo', 'de', 'los', 'Estados', 'Unidos']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'I-LOC']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['Se', 'encuentra', 'en', 'Nueva', 'Zelanda', '.']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
"['Se', 'encuentran', 'en', 'África', '.']","['O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'B-LOC', 'O']"
"[""'"", ""''"", 'Atlético', 'Chiriquí', ""''"", ""'""]","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']"
"['REDIRECCIÓN', 'Explotación', '(', 'ecología', ')']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG']","['O', 'O', 'O', 'O', 'O']  ","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['REDIRECCIÓN', 'Arquidiócesis', 'de', 'Newark']","['O', 'B-LOC', 'I-LOC', 'I-LOC']","['O', 'B-ORG', 'O', 'B-LOC']","['O', 'B-LOC', 'I-LOC', 'I-LOC']"
"[""'"", ""''"", 'Los', 'Angeles', 'Aztecs', ""''"", ""'""]","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']","['O', 'O', 'B-LOC', 'I-LOC', 'B-ORG', 'O', 'O']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']"
